date,lat,lon,magnitude,location
2010-10-01,34.861,-96.029,3.1,"Oklahoma"
2010-09-26,35.609,-97.238,2.5,"Oklahoma"
2010-09-26,35.558,-97.237,2.5,"Oklahoma"
2010-09-25,35.565,-97.286,2.4,"Oklahoma"
2010-09-25,34.109,-96.715,3.3,"Oklahoma"
2010-09-24,35.615,-97.259,2.5,"Oklahoma"
2010-09-23,35.459,-97.189,2.5,"Oklahoma"
2010-09-22,35.61,-97.259,2.5,"Oklahoma"
2010-09-21,35.612,-97.256,1.8,"Oklahoma"
2010-09-21,35.468,-97.188,2.3,"Oklahoma"
2010-09-20,35.614,-97.251,2.7,"Oklahoma"
2010-09-20,35.615,-97.247,2.4,"Oklahoma"
2010-09-19,35.611,-97.246,3.5,"Oklahoma"
2010-09-17,35.611,-97.255,2.3,"Oklahoma"
2010-09-16,35.609,-97.243,3.3,"Oklahoma"
2010-09-15,35.604,-97.245,1.6,"Oklahoma"
2010-09-15,35.611,-97.245,2.2,"Oklahoma"
2010-09-15,35.609,-97.242,3.1,"Oklahoma"
2010-09-11,35.455,-97.298,2.1,"Oklahoma"
2010-09-11,35.474,-97.031,2.4,"Oklahoma"
2010-09-10,35.608,-97.238,2.6,"Oklahoma"
2010-09-08,35.561,-97.29,2.5,"Oklahoma"
2010-09-08,35.557,-97.294,2.7,"Oklahoma"
2010-09-04,35.611,-97.24,3.3,"Oklahoma"
2010-09-03,35.54,-97.003,2.7,"Oklahoma"
2010-09-01,35.609,-97.243,2.5,"Oklahoma"
2010-09-01,35.604,-97.241,2.9,"Oklahoma"
2010-09-01,35.611,-97.235,3.1,"Oklahoma"
2010-08-29,35.61,-97.237,2.5,"Oklahoma"
2010-08-29,35.56,-97.296,2.4,"Oklahoma"
2010-08-29,35.61,-97.237,2.5,"Oklahoma"
2010-08-24,35.54,-96.761,2.5,"Oklahoma"
2010-08-24,35.526,-96.763,2.6,"Oklahoma"
2010-08-13,35.585,-97.227,2.6,"Oklahoma"
2010-08-08,34.918,-97.456,2.8,"Oklahoma"
2010-08-07,34.679,-96.096,2.9,"Oklahoma"
2010-08-02,35.558,-97.248,2.1,"Oklahoma"
2010-08-02,35.555,-97.243,2.9,"Oklahoma"
2010-08-02,35.557,-97.241,2.8,"Oklahoma"
2010-08-02,35.559,-97.241,3.4,"Oklahoma"
2010-07-26,35.562,-97.245,2.9,"Oklahoma"
2010-07-16,34.677,-96.114,2.6,"Oklahoma"
2010-07-15,35.543,-97.259,2.2,"Oklahoma"
2010-07-14,35.544,-97.258,2.3,"Oklahoma"
2010-07-14,36.851,-98.222,2.7,"Oklahoma"
2010-07-14,34.638,-96.375,2.5,"Oklahoma"
2010-07-04,35.566,-97.276,2.6,"Oklahoma"
2010-07-04,35.56,-97.282,2,"Oklahoma"
2010-07-02,35.564,-97.289,2.7,"Oklahoma"
2010-07-01,35.56,-97.28,2.6,"Oklahoma"
2010-07-01,34.251,-97.452,2.5,"Oklahoma"
2010-07-01,34.258,-97.44,2.6,"Oklahoma"
2010-06-30,34.266,-97.476,2.7,"Oklahoma"
2010-06-22,35.531,-97.291,2.7,"Oklahoma"
2010-06-21,34.752,-96.547,2.5,"Oklahoma"
2010-06-19,35.015,-97.417,2.7,"Oklahoma"
2010-06-14,34.865,-97.676,3.1,"Oklahoma"
2010-06-12,35.632,-97.198,2.7,"Oklahoma"
2010-06-10,35.583,-97.148,2.3,"Oklahoma"
2010-05-27,35.528,-97.295,2.4,"Oklahoma"
2010-05-13,35.533,-97.286,2.4,"Oklahoma"
2010-05-13,35.482,-97.262,2.4,"Oklahoma"
2010-05-09,35.529,-97.296,2.5,"Oklahoma"
2010-05-09,35.53,-97.296,2.4,"Oklahoma"
2010-05-07,35.525,-97.312,2.4,"Oklahoma"
2010-05-07,35.528,-97.299,3.4,"Oklahoma"
2010-05-07,35.484,-97.255,2.5,"Oklahoma"
2010-04-29,34.649,-96.391,2.7,"Oklahoma"
2010-04-29,35.531,-97.294,2.6,"Oklahoma"
2010-04-25,35.559,-97.265,2.4,"Oklahoma"
2010-04-22,35.524,-97.302,2.5,"Oklahoma"
2010-04-21,35.486,-97.259,2.8,"Oklahoma"
2010-04-21,35.497,-97.264,2.6,"Oklahoma"
2010-04-18,35.557,-97.253,2.2,"Oklahoma"
2010-04-17,35.499,-97.263,2.4,"Oklahoma"
2010-04-17,35.465,-97.299,1.9,"Oklahoma"
2010-04-15,34.309,-97.373,2.5,"Oklahoma"
2010-04-15,34.631,-96.268,3.2,"Oklahoma"
2010-04-15,34.67,-96.333,2.4,"Oklahoma"
2010-04-15,34.705,-96.398,3,"Oklahoma"
2010-04-12,34.635,-96.323,2.8,"Oklahoma"
2010-04-12,35.611,-97.122,3,"Oklahoma"
2010-04-10,35.531,-97.275,2.5,"Oklahoma"
2010-04-10,35.532,-97.288,2.8,"Oklahoma"
2010-04-08,35.523,-97.284,3.4,"Oklahoma"
2010-04-07,35.54,-96.73,2.5,"Oklahoma"
2010-04-03,35.525,-97.296,2.7,"Oklahoma"
2010-04-03,35.542,-97.304,2.8,"Oklahoma"
2010-04-03,35.528,-97.284,2.4,"Oklahoma"
2010-04-01,35.58,-96.748,2.5,"Oklahoma"
2010-03-22,35.541,-96.74,2.3,"Oklahoma"
2010-03-22,35.574,-96.781,2.3,"Oklahoma"
2010-03-22,35.58,-96.765,2.8,"Oklahoma"
2010-03-22,35.556,-96.797,2.7,"Oklahoma"
2010-03-22,36.091,-97.452,2.6,"Oklahoma"
2010-03-22,35.556,-96.75,3.7,"Oklahoma"
2010-03-19,35.554,-97.473,2.4,"Oklahoma City urban area
2010-03-17,35.575,-96.786,2.5,"Oklahoma"
2010-03-13,35.387,-98.113,3.1,"Oklahoma"
2010-03-12,35.658,-97.222,2.7,"Oklahoma"
2010-03-12,35.53,-97.381,1.7,"Oklahoma City urban area
2010-03-11,35.475,-98.123,3.4,"Oklahoma"
2010-03-11,35.388,-98.078,2.9,"Oklahoma"
2010-03-11,35.401,-98.06,3,"Oklahoma"
2010-03-11,35.384,-98.06,2.7,"Oklahoma"
2010-03-11,35.4,-98.1,2.7,"Oklahoma"
2010-03-11,35.398,-98.07,2.8,"Oklahoma"
2010-03-11,35.378,-98.046,3,"Oklahoma"
2010-03-10,35.599,-96.769,3.1,"Oklahoma"
2010-03-06,35.621,-96.983,2.2,"Oklahoma"
2010-03-05,35.582,-96.784,3.1,"Oklahoma"
2010-03-03,35.549,-97.281,2.5,"Oklahoma"
2010-03-01,35.547,-96.775,2.6,"Oklahoma"
2010-02-27,35.553,-96.752,4.1,"Oklahoma"
2010-02-26,35.625,-97.031,2,"Oklahoma"
2010-02-26,35.616,-97.064,3.1,"Oklahoma"
2010-02-23,35.671,-97.028,2.5,"Oklahoma"
2010-02-21,35.612,-97.042,2.6,"Oklahoma"
2010-02-19,35.668,-97.05,3,"Oklahoma"
2010-02-19,35.63,-96.859,2.5,"Oklahoma"
2010-02-15,35.557,-97.298,3,"Oklahoma"
2010-02-13,35.53,-97.272,3.2,"Oklahoma"
2010-02-01,35.547,-97.236,2.5,"Oklahoma"
2010-01-27,35.552,-97.256,2.3,"Oklahoma"
2010-01-24,35.502,-97.245,3.6,"Oklahoma"
2010-01-18,35.497,-97.25,2.5,"Oklahoma"
2010-01-17,35.553,-97.221,3,"Oklahoma"
2010-01-15,35.555,-97.249,3.7,"Oklahoma"
2010-01-15,35.576,-97.25,3.8,"Oklahoma"
2010-01-14,35.539,-97.238,3.3,"Oklahoma"
2010-01-11,35.539,-97.259,2.8,"Oklahoma"
2010-01-01,35.635,-97.185,2.8,"Oklahoma"
2009-12-30,35.513,-97.275,2.4,"Oklahoma"
2009-12-21,35.498,-97.269,2,"Oklahoma"
2009-12-20,35.554,-97.267,3.1,"Oklahoma"
2009-12-18,35.555,-97.282,2.8,"Oklahoma"
2009-12-17,35.566,-97.287,2.1,"Oklahoma"
2009-12-15,35.579,-97.27,2.4,"Oklahoma"
2009-12-13,35.587,-97.285,3.6,"Oklahoma"
2009-12-12,35.556,-97.316,3.1,"Oklahoma"
2009-12-11,35.588,-97.326,2.8,"Oklahoma"
2009-12-07,35.556,-97.25,3.5,"Oklahoma"
2009-11-29,35.563,-97.275,3,"Oklahoma"
2009-11-25,35.528,-97.273,2.1,"Oklahoma"
2009-11-23,35.495,-97.249,2.6,"Oklahoma"
2009-11-17,34.462,-97.532,3.1,"Oklahoma"
2009-11-16,35.482,-97.228,3,"Oklahoma"
2009-11-14,35.494,-97.204,3.1,"Oklahoma"
2009-11-02,35.432,-96.55,2.7,"Oklahoma"
2009-10-23,35.804,-97.029,3,"Oklahoma"
2009-09-08,35.544,-97.208,2.3,"Oklahoma"
2009-08-28,35.566,-97.29,2.3,"Oklahoma"
2009-08-28,35.566,-97.29,2.4,"Oklahoma"
2009-08-28,35.565,-97.29,3.5,"Oklahoma"
2009-08-27,35.651,-97.363,2.7,"Oklahoma"
2009-08-27,35.566,-97.29,2.7,"Oklahoma"
2009-08-27,35.566,-97.29,2.4,"Oklahoma"
2009-08-27,35.566,-97.29,2.6,"Oklahoma"
2009-08-27,35.566,-97.29,2.5,"Oklahoma"
2009-08-27,35.572,-97.305,2.8,"Oklahoma"
2009-08-27,35.566,-97.29,2.5,"Oklahoma"
2009-08-27,34.942,-96.618,3.4,"Oklahoma"
2009-08-14,35.467,-97.412,2.3,"Oklahoma City urban area
2009-07-23,35.807,-97.018,1.8,"Oklahoma"
2009-07-22,35.742,-96.944,3.3,"Oklahoma"
2009-07-17,34.992,-97.351,2.2,"Oklahoma"
2009-07-01,35.547,-97.169,3.4,"Oklahoma"
2009-06-26,36.361,-97.467,3.7,"Oklahoma"
2009-06-16,35.89,-96.873,2.8,"Oklahoma"
2009-06-14,35.659,-96.85,3.4,"Oklahoma"
2009-05-29,35.71,-96.875,2.2,"Oklahoma"
2009-05-29,35.71,-96.875,2.2,"Oklahoma"
2009-05-24,35.71,-96.875,2,"Oklahoma"
2009-03-17,35.446,-97.456,2.4,"Oklahoma City urban area
2009-03-17,35.446,-97.456,2.5,"Oklahoma City urban area
2009-03-17,35.446,-97.456,2.7,"Oklahoma City urban area
2009-03-08,35.446,-97.456,3.4,"Oklahoma City urban area
2009-02-25,34.735,-96.036,3.3,"Oklahoma"
2009-02-22,36.369,-98.087,3.2,"Oklahoma"
2009-02-03,34.589,-96.34,3.1,"Oklahoma"
2009-01-30,35.724,-96.92,2.4,"Oklahoma"
2009-01-28,35.163,-97.871,3.4,"Oklahoma"
2008-12-02,35.573,-97.568,2.7,"Oklahoma City urban area
2008-10-30,35.443,-97.118,3.1,"Oklahoma"
2008-10-28,35.454,-96.954,2.8,"Oklahoma"
2008-10-21,35.677,-97.131,2.7,"Oklahoma"
2008-06-22,35.82,-97.07,2.9,"Oklahoma"
2008-06-09,35.346,-96.767,3.1,"Oklahoma"
2008-06-09,35.81,-96.985,2.5,"Oklahoma"
2008-06-05,35.457,-97.569,2.5,"Oklahoma City urban area
2008-02-15,34.166,-96.295,2.4,"Oklahoma"
2008-01-26,34.206,-96.258,2.3,"Oklahoma"
2008-01-04,34.497,-96.05,2.5,"Oklahoma"
2007-12-16,34.852,-96.048,2.6,"Oklahoma"
2007-09-02,34.627,-96.117,1.8,"Oklahoma"
2007-05-27,35.149,-95.976,3.2,"Oklahoma"
2007-02-13,35.459,-97.482,2.8,"Oklahoma City urban area
2007-02-12,35.441,-97.459,2.8,"Oklahoma City urban area
2007-01-08,34.536,-96.429,2.5,"Oklahoma"
2006-12-21,35.464,-97.407,2.7,"Oklahoma City urban area
2006-12-21,35.464,-97.407,2.6,"Oklahoma City urban area
2006-11-02,34.153,-97.627,2.9,"Oklahoma"
2006-10-06,34.122,-97.625,3.5,"Oklahoma"
2006-08-16,34.508,-97.372,2.6,"Oklahoma"
2006-08-09,34.589,-97.368,2.9,"Oklahoma"
2006-08-08,34.729,-97.49,2.2,"Oklahoma"
2006-04-05,34.069,-97.314,3,"Oklahoma"
2006-03-15,35.091,-96.3,3,"Oklahoma"
2005-05-19,34.32,-98.069,2.5,"Oklahoma"
2005-05-16,35.25,-97.608,2.8,"Oklahoma"
2005-04-22,34.179,-95.192,3,"Oklahoma"
2004-11-22,34.864,-97.672,3,"Oklahoma"
2004-09-10,35.369,-98.048,2.8,"Oklahoma"
2004-06-10,34.236,-97.267,2.9,"Oklahoma"
2004-06-08,34.233,-97.254,3.5,"Oklahoma"
2004-04-22,34.804,-97.677,2.9,"Oklahoma"
2003-12-11,35.12,-97.525,2.4,"Oklahoma"
2003-12-08,35.12,-97.525,2.4,"Oklahoma"
2003-04-07,33.892,-97.695,2.9,"central Texas"
2002-10-20,34.274,-96.079,3.4,"Oklahoma"
2002-05-31,34.025,-97.619,3.3,"Oklahoma"
2002-03-12,34.27,-97.63,2.2,"Oklahoma"
2002-02-08,34.727,-98.361,3.8,"Oklahoma"
2002-01-25,34,-97.53,2.6,"Oklahoma"
2000-10-08,35.393,-97.98,2.6,"Oklahoma"
1999-10-25,36.846,-99.659,3,"Oklahoma"
1998-10-30,36.8,-97.6,3.5,"Oklahoma"
1998-07-07,34.719,-97.589,3.2,"Oklahoma"
1998-04-28,34.782,-98.416,3.9,"Oklahoma"
1997-09-06,34.66,-96.435,4.5,"Oklahoma"
1997-03-11,34.72,-97.499,2.5,"Oklahoma"
1996-12-19,35.081,-97.647,2.5,"Oklahoma"
1995-12-01,35.061,-99.337,2.9,"Oklahoma"
1995-09-15,36.87,-98.69,4.1,"Oklahoma"
1995-06-01,34.287,-96.732,3,"Oklahoma"
1995-04-05,35.2,-99.028,3,"Oklahoma"
1995-03-23,36.9,-99.6,2.8,"Oklahoma"
1995-01-18,34.774,-97.596,4.2,"Oklahoma"
1994-07-04,34.676,-97.557,2.8,"Oklahoma"
1994-04-29,36.25,-98.09,3,"Oklahoma"
1993-03-11,35.21,-95.93,2.7,"Oklahoma"
1993-01-30,34.04,-97.1,2,"Oklahoma"
1993-01-14,36.595,-98.275,3.1,"Oklahoma"
1992-12-17,34.744,-97.581,3.6,"Oklahoma"
1992-12-17,34.756,-97.6,2.6,"Oklahoma"
1992-12-02,34.9,-97.54,1.8,"Oklahoma"
1992-11-23,34.83,-97.67,2.3,"Oklahoma"
1992-11-21,34.83,-97.68,2.2,"Oklahoma"
1992-11-19,34.808,-97.573,1.8,"Oklahoma"
1992-11-18,35.2,-97.55,2,"Oklahoma"
1992-10-05,36.402,-97.503,2.8,"Oklahoma"
1992-08-10,34.982,-97.453,2.9,"Oklahoma"
1992-08-10,34.618,-96.542,2.2,"Oklahoma"
1992-08-09,34.77,-96.491,2.2,"Oklahoma"
1992-06-30,35.261,-96.421,2.7,"Oklahoma"
1992-03-20,34.808,-97.667,2.2,"Oklahoma"
1992-03-02,34.002,-97.585,1.9,"Oklahoma"
1991-01-24,36.378,-97.3,3,"Oklahoma"
1990-11-15,34.76,-97.59,3.9,"Oklahoma"
1990-09-16,34.8,-95.53,2.5,"Oklahoma"
1990-02-07,35.629,-98.827,2.5,"Oklahoma"
1989-07-20,36.434,-98.876,3.1,"Oklahoma"
1989-07-20,36.405,-98.981,2.7,"Oklahoma"
1989-02-20,35.324,-96.464,2.1,"Oklahoma"
1989-02-07,34.386,-96.831,2,"Oklahoma"
1988-10-13,34.091,-96.144,2.4,"Oklahoma"
1988-10-12,35.883,-98.075,2.1,"Oklahoma"
1988-10-03,34.472,-96.148,1.6,"Oklahoma"
1988-09-28,34.465,-96.847,1.9,"Oklahoma"
1988-09-18,34.926,-97.191,1.9,"Oklahoma"
1988-07-24,35.084,-97.373,1.7,"Oklahoma"
1988-07-05,35.91,-98.71,2.3,"Oklahoma"
1988-06-21,34.507,-96.263,2.1,"Oklahoma"
1988-06-19,33.975,-99.657,2.3,"northern Texas"
1988-06-18,34.034,-98.71,2,"Oklahoma"
1988-06-14,36.533,-97.455,1.8,"Oklahoma"
1988-06-05,34.743,-95.19,2.1,"Oklahoma"
1988-04-21,35.855,-99.207,1.7,"Oklahoma"
1988-03-30,36.31,-98.543,2.3,"Oklahoma"
1988-03-24,35.414,-96.573,2.3,"Oklahoma"
1988-01-30,36.38,-98.466,1.9,"Oklahoma"
1987-12-16,34.877,-95.512,2.1,"Oklahoma"
1987-12-08,36.056,-98.03,2.5,"Oklahoma"
1987-12-08,36.055,-98.024,3.7,"Oklahoma"
1987-12-07,34.581,-97.348,2,"Oklahoma"
1987-12-06,34.664,-97.394,2.6,"Oklahoma"
1987-06-29,34.335,-96.726,1.7,"Oklahoma"
1987-06-18,35.118,-96.347,1.9,"Oklahoma"
1987-06-07,35.165,-95.28,1.5,"Oklahoma"
1987-06-02,34.707,-96.555,1.9,"Oklahoma"
1987-06-01,34.615,-97.38,2.9,"Oklahoma"
1987-05-28,34.683,-97.276,1.6,"Oklahoma"
1987-05-17,35.878,-97.264,1.5,"Oklahoma"
1987-05-17,35.89,-97.236,1.7,"Oklahoma"
1987-05-15,35.455,-97.749,2.1,"Oklahoma"
1987-03-14,34.79,-96.331,2.8,"Oklahoma"
1987-02-26,35.308,-96.62,1.9,"Oklahoma"
1987-02-19,34.846,-97.488,2.1,"Oklahoma"
1987-02-04,34.757,-97.58,1.7,"Oklahoma"
1987-01-24,35.828,-98.097,3.1,"Oklahoma"
1987-01-17,35.051,-97.517,2.3,"Oklahoma"
1987-01-10,34.552,-97.425,2.3,"Oklahoma"
1987-01-06,34.815,-97.576,1.9,"Oklahoma"
1986-12-25,35.399,-95.839,1.7,"Oklahoma"
1986-12-23,34.572,-97.204,1.6,"Oklahoma"
1986-12-21,35.142,-96.676,2.8,"Oklahoma"
1986-12-14,34.959,-96.642,1.6,"Oklahoma"
1986-12-08,35.766,-97.328,2.4,"Oklahoma"
1986-11-27,35.158,-97.671,1.8,"Oklahoma"
1986-11-26,35.125,-97.541,1.9,"Oklahoma"
1986-11-26,34.957,-97.526,1.8,"Oklahoma"
1986-11-05,36.993,-101.561,2.4,"Oklahoma"
1986-11-02,34.192,-96.855,1.7,"Oklahoma"
1986-09-04,34.477,-96.503,2.6,"Oklahoma"
1986-09-02,34.684,-96.483,2.1,"Oklahoma"
1986-07-26,34.591,-96.62,2.3,"Oklahoma"
1986-06-30,34.706,-96.752,2.3,"Oklahoma"
1986-06-10,34.056,-95.592,1.5,"Oklahoma"
1986-06-01,35.656,-96.897,2,"Oklahoma"
1986-05-25,36.23,-94.877,2.2,"Oklahoma"
1986-04-30,34.931,-97.36,2.2,"Oklahoma"
1986-04-29,35.165,-96.003,1.7,"Oklahoma"
1986-04-05,34.405,-96.806,1.6,"Oklahoma"
1986-02-24,34.692,-97.479,2.3,"Oklahoma"
1986-02-14,34.868,-95.373,1.8,"Oklahoma"
1985-12-31,34.76,-97.484,2.7,"Oklahoma"
1985-11-07,34.224,-97.788,2,"Oklahoma"
1985-09-23,34.629,-95.164,2.9,"Oklahoma"
1984-11-20,34.711,-97.414,2.9,"Oklahoma"
1984-03-03,35.51,-96.3,2.6,"Oklahoma"
1984-02-03,34.657,-97.394,3.2,"Oklahoma"
1984-01-06,36.16,-95.58,2.6,"Oklahoma"
1983-03-11,36.791,-100.196,2.7,"Oklahoma"
1982-05-03,34.07,-96.38,3,"Oklahoma"
1981-07-11,34.884,-97.677,3.5,"Oklahoma"
1980-11-02,35.472,-97.777,3,"Oklahoma"
1979-09-13,35.219,-99.518,3.4,"Oklahoma"
1979-06-07,35.187,-99.812,3,"Oklahoma"
1976-04-19,36.134,-99.841,3.5,"Oklahoma"
1976-04-16,36.107,-99.875,3.4,"Oklahoma"
1976-03-30,36.615,-102.083,2.7,"Oklahoma"
1975-11-29,34.521,-97.347,3.5,"Oklahoma"
1975-10-12,34.816,-97.406,3.2,"Oklahoma"
1975-09-13,34.139,-97.369,3.4,"Oklahoma"
1974-12-16,35.33,-97.48,2.6,"Oklahoma City urban area
1974-02-15,36.5,-100.693,4.5,"Oklahoma"
